col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,sumABCD,open_ratio,ratio_wk,meanABCD,vary_rate,vary_week_rate,vary_week3month_rate,holiday_sale,holiday3month_sale,economy,comment_cnt,per_pay,Monday,Tues,Wends,Thurs,Friday,cate_1_0,cate_1_1,cate_1_2,cate_2_0,cate_2_1,cate_2_2,cate_2_3,cate_2_4,cate_2_5,cate_2_6,cate_2_7,cate_2_8,cate_2_9,cate_2_10,cate_3_0,cate_3_1,cate_3_2,cate_3_3,cate_3_4,cate_3_5,cate_3_6,cate_3_7,cate_3_8,location_id,shop_info_level_0,shop_info_level_1,shop_info_level_2,view_0_x,view_1_x,view_2_x,view_3_x,view_4_x,view_5_x,view_6_x,view_0_y,view_1_y,view_2_y,view_3_y,view_4_y,view_5_y,view_6_y,std,max,min,median,mad,var
128.0,137.0,131.0,147.0,149.0,155.0,182.0,168.0,169.0,138.0,188.0,173.0,126.0,196.0,2187,1.0,0.272290809328,156.214285714,8,103,103,46,46,0.69734,1.0,20,54,54,54,54,54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2484195374,196,126,152.0,19.8163265306,540.489010989
29.0,48.0,31.0,70.0,64.0,75.0,69.0,78.0,72.0,64.0,57.0,68.0,63.0,75.0,863,1.0,0.30359212051,61.6428571429,9,47,54,47,49,1.0,0.0,10,58,58,58,58,58,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1019,0.0,1.0,0.0,5,2,2,6,5,5,3,4,3,3,2,3,7,2,15.4949477764,78,29,66.0,11.6530612245,240.093406593
44.0,45.0,68.0,82.0,114.0,125.0,157.0,165.0,158.0,154.0,147.0,74.0,51.0,163.0,1547,1.0,0.169360051713,110.5,28,70,76,45,53,0.92549,1.0,16,137,137,137,137,137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,166,1.0,0.0,0.0,14,13,8,6,3,3,7,6,7,6,4,3,5,5,47.8744351242,165,44,119.5,42.7142857143,2291.96153846
62.0,84.0,88.0,71.0,52.0,40.0,39.0,53.0,57.0,50.0,45.0,70.0,93.0,51.0,855,1.0,0.318713450292,61.0714285714,14,39,34,67,74,0.69734,2.0,20,45,45,45,45,45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,831,1.0,0.0,0.0,25,29,19,29,17,35,21,14,20,20,22,26,26,24,17.6001061435,93,39,55.0,14.5102040816,309.763736264
39.0,44.0,34.0,44.0,89.0,93.0,111.0,102.0,100.0,99.0,102.0,47.0,42.0,131.0,1077,1.0,0.210770659239,76.9285714286,14,59,63,29,44,0.92035,2.0,6,91,91,91,91,91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94,1.0,0.0,0.0,5,10,3,7,3,1,4,3,0,5,5,2,4,2,33.2020951279,131,34,91.0,30.2244897959,1102.37912088
112.0,112.0,93.0,139.0,152.0,145.0,107.0,154.0,145.0,143.0,145.0,223.0,144.0,89.0,1903,1.0,0.425380977404,135.928571429,37,183,315,127,160,0.85827,7.0,13,126,126,126,126,126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,491,0.0,0.0,1.0,54,45,37,41,43,38,47,39,44,33,60,47,65,31,33.4720647836,223,89,143.5,23.806122449,1120.37912088
101.0,117.0,130.0,119.0,66.0,67.0,60.0,72.0,83.0,59.0,94.0,128.0,126.0,60.0,1282,1.0,0.348673946958,91.5714285714,21,98,105,78,101,0.92035,3.0,20,54,54,54,54,54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1150,1.0,0.0,0.0,49,54,44,48,62,88,39,55,49,70,71,80,74,34,28.0815140007,130,59,88.5,24.8571428571,788.571428571
23.0,41.0,33.0,84.0,51.0,59.0,57.0,96.0,91.0,115.0,138.0,83.0,115.0,136.0,1122,1.0,0.239304812834,80.1428571429,21,153,338,38,55,0.83054,1.0,1,93,93,93,93,93,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107,1.0,0.0,0.0,7,3,6,2,4,5,2,6,4,5,3,4,6,4,37.3566123132,138,23,83.5,30.9795918367,1395.51648352
40.0,50.0,56.0,54.0,90.0,86.0,83.0,80.0,80.0,99.0,80.0,73.0,77.0,88.0,1036,1.0,0.290540540541,74.0,10,54,74,54,69,0.92035,1.0,11,84,84,84,84,84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,538,1.0,0.0,0.0,6,12,11,5,5,4,2,8,1,3,11,8,7,5,17.2671319609,99,40,80.0,13.8571428571,298.153846154
203.0,190.0,273.0,262.0,194.0,216.0,175.0,197.0,192.0,233.0,221.0,291.0,266.0,184.0,3097,1.0,0.326767839845,221.214285714,30,97,90,210,255,0.56749,0.0,18,191,191,191,191,191,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,76,0.0,1.0,0.0,52,55,39,41,56,50,54,45,50,60,59,70,32,39,37.615828443,291,175,209.5,31.2755102041,1414.95054945
61.0,74.0,57.0,66.0,77.0,86.0,82.0,99.0,89.0,81.0,101.0,82.0,87.0,94.0,1136,1.0,0.286971830986,81.1428571429,11,45,36,73,76,0.92035,0.0,6,81,81,81,81,81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,129,1.0,0.0,0.0,1,0,2,0,2,1,0,0,1,0,1,1,3,0,13.2598708826,101,57,82.0,10.1224489796,175.824175824
103.0,158.0,196.0,205.0,102.0,79.0,46.0,51.0,47.0,50.0,82.0,77.0,65.0,60.0,1321,1.0,0.348978046934,94.3571428571,22,204,177,111,101,0.50612,8.0,12,73,73,73,73,73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,159,0.0,0.0,1.0,28,32,29,24,26,34,23,20,26,21,29,25,40,13,54.0065624828,205,46,78.0,41.7448979592,2916.70879121
65.0,68.0,73.0,64.0,64.0,84.0,79.0,77.0,71.0,66.0,62.0,76.0,92.0,81.0,1022,1.0,0.302837573386,73.0,15,87,73,79,70,0.97835,3.0,10,72,72,72,72,72,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685,0.0,0.0,1.0,6,4,2,6,6,8,8,7,6,9,6,4,6,5,8.90980445266,92,62,72.0,7.28571428571,79.3846153846
65.0,67.0,45.0,53.0,38.0,55.0,53.0,44.0,73.0,59.0,92.0,71.0,85.0,59.0,859,1.0,0.319557625146,61.3571428571,15,109,159,76,88,0.83435,6.0,15,74,74,74,74,74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,923,0.0,0.0,1.0,21,14,12,9,11,16,6,18,13,8,12,15,20,11,15.3853433894,92,38,59.0,12.1224489796,236.708791209
129.0,107.0,115.0,110.0,112.0,104.0,95.0,95.0,70.0,108.0,122.0,149.0,143.0,85.0,1544,1.0,0.32707253886,110.285714286,23,136,192,124,137,0.56749,8.0,15,89,89,89,89,89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1137,0.0,0.0,1.0,21,23,18,14,20,31,15,16,22,11,22,34,33,14,21.2437450393,149,70,109.0,15.4693877551,451.296703297
56.0,50.0,51.0,69.0,82.0,150.0,153.0,128.0,135.0,124.0,145.0,138.0,134.0,111.0,1526,1.0,0.302752293578,109.0,13,86,107,69,75,0.92549,3.0,9,69,69,69,69,69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150,1.0,0.0,0.0,24,17,17,29,31,21,17,30,16,17,20,22,29,17,38.8567388473,153,50,126.0,33.8571428571,1509.84615385
104.0,131.0,103.0,123.0,138.0,89.0,80.0,100.0,110.0,97.0,108.0,107.0,120.0,108.0,1518,1.0,0.333003952569,108.428571429,17,80,179,109,151,0.93549,0.0,10,147,147,147,147,147,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1091,0.0,1.0,0.0,2,3,0,2,2,3,2,2,3,0,2,1,1,2,15.6190922898,138,80,107.5,11.4081632653,243.956043956
89.0,128.0,91.0,95.0,119.0,115.0,132.0,114.0,120.0,118.0,115.0,116.0,140.0,123.0,1615,1.0,0.319814241486,115.357142857,17,90,132,88,143,0.93549,3.0,8,136,136,136,136,136,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,521,1.0,0.0,0.0,6,12,5,7,5,2,4,4,4,3,2,2,5,3,14.8044023746,140,89,117.0,10.4489795918,219.17032967
96.0,93.0,118.0,128.0,110.0,97.0,119.0,110.0,106.0,90.0,131.0,147.0,150.0,101.0,1596,1.0,0.31015037594,114.0,12,61,39,87,116,0.77187,3.0,7,106,106,106,106,106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,394,0.0,0.0,1.0,51,52,64,52,44,59,53,51,52,42,75,54,73,73,19.2273843175,150,90,110.0,15.5714285714,369.692307692
42.0,55.0,40.0,43.0,43.0,51.0,36.0,39.0,54.0,48.0,64.0,63.0,60.0,37.0,675,1.0,0.342222222222,48.2142857143,15,167,307,70,81,0.71731,5.0,13,48,48,48,48,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,128,0.0,0.0,1.0,5,5,3,6,18,16,9,6,9,5,10,11,4,4,9.66499290802,64,36,45.5,8.24489795918,93.4120879121
80.0,81.0,98.0,68.0,109.0,95.0,95.0,98.0,99.0,107.0,93.0,90.0,103.0,99.0,1315,1.0,0.271102661597,93.9285714286,9,51,59,59,80,0.83435,1.0,6,81,81,81,81,81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,267,1.0,0.0,0.0,5,9,23,5,10,12,14,10,13,8,9,8,11,3,11.1525387638,109,68,96.5,8.23469387755,124.379120879
51.0,55.0,68.0,49.0,94.0,94.0,88.0,98.0,111.0,104.0,122.0,98.0,76.0,108.0,1216,1.0,0.293174342105,86.8571428571,18,70,84,58,73,0.85827,0.0,3,99,99,99,99,99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,531,1.0,0.0,0.0,2,3,1,3,0,3,1,1,2,0,1,5,3,0,23.3990701421,122,49,94.0,19.3265306122,547.516483516
25.0,30.0,55.0,67.0,102.0,107.0,101.0,102.0,114.0,88.0,103.0,85.0,77.0,120.0,1176,1.0,0.264030612245,84.0,16,95,55,66,69,1.0,1.0,9,95,95,95,95,95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,365,1.0,0.0,0.0,14,10,8,10,6,19,7,7,14,12,7,11,11,8,29.8921137014,120,25,94.5,23.7142857143,893.538461538
155.0,103.0,102.0,113.0,87.0,98.0,109.0,135.0,130.0,128.0,142.0,128.0,140.0,98.0,1668,1.0,0.276978417266,119.142857143,17,125,132,100,120,0.90034,10.0,5,112,112,112,112,112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,928,1.0,0.0,0.0,13,23,14,6,7,8,11,6,15,9,9,2,5,3,20.3653444053,155,87,120.5,17.7142857143,414.747252747
37.0,31.0,46.0,39.0,61.0,95.0,82.0,80.0,82.0,80.0,57.0,49.0,69.0,86.0,894,1.0,0.266219239374,63.8571428571,10,60,54,46,58,0.90034,1.0,5,70,70,70,70,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,488,1.0,0.0,0.0,1,2,3,3,5,3,3,3,4,9,2,2,3,5,20.9021792859,95,31,65.0,18.1428571429,436.901098901
93.0,131.0,173.0,288.0,440.0,482.0,506.0,496.0,526.0,505.0,501.0,462.0,449.0,538.0,5590,1.0,0.252057245081,399.285714286,46,770,1007,234,257,0.93549,3.0,1,369,369,369,369,369,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,280,1.0,0.0,0.0,22,26,23,19,30,13,16,9,18,14,14,22,7,14,157.344027078,538,93,472.0,130.306122449,24757.1428571
115.0,117.0,99.0,119.0,93.0,112.0,90.0,125.0,86.0,126.0,112.0,127.0,162.0,124.0,1607,1.0,0.342563783447,114.785714286,24,164,445,134,165,0.81247,9.0,13,106,106,106,106,106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,934,0.0,0.0,1.0,14,8,10,10,5,14,9,15,12,13,12,9,15,12,19.4112519765,162,86,116.0,13.8163265306,376.796703297
28.0,59.0,81.0,64.0,52.0,50.0,70.0,64.0,64.0,64.0,65.0,36.0,53.0,76.0,826,1.0,0.265133171913,59.0,18,80,56,54,68,0.85827,4.0,7,76,76,76,76,76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,733,0.0,0.0,1.0,11,20,22,23,38,36,26,20,24,10,14,11,16,15,14.3741220468,81,28,64.0,10.8571428571,206.615384615
242.0,268.0,304.0,440.0,516.0,497.0,515.0,572.0,522.0,579.0,616.0,579.0,693.0,592.0,6935,1.0,0.254938716655,495.357142857,43,369,467,222,255,0.90034,2.0,4,278,278,278,278,278,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1.0,0.0,0.0,30,21,22,9,11,14,7,8,7,4,9,7,9,6,135.848109266,693,242,519.0,103.918367347,18454.7087912
100.0,124.0,154.0,158.0,129.0,131.0,132.0,118.0,143.0,122.0,153.0,166.0,189.0,123.0,1942,1.0,0.310762100927,138.714285714,22,83,87,128,155,1.0,0.0,19,118,118,118,118,118,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168,0.0,1.0,0.0,7,9,6,3,12,10,4,5,9,7,9,10,5,6,23.1564198489,189,100,131.5,18.6734693878,536.21978022
60.0,70.0,82.0,92.0,31.0,42.0,34.0,30.0,27.0,24.0,49.0,86.0,89.0,27.0,743,1.0,0.43135935397,53.0714285714,21,39,22,91,96,1.0,2.0,20,37,37,37,37,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1054,0.0,0.0,1.0,34,27,17,21,26,31,7,15,15,24,25,14,22,25,26.0013735901,92,24,45.5,22.9387755102,676.071428571
331.0,301.0,338.0,348.0,273.0,265.0,255.0,227.0,244.0,240.0,297.0,378.0,383.0,204.0,4084,1.0,0.347331047992,291.714285714,60,226,460,267,343,0.90034,14.0,8,320,320,320,320,320,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,343,0.0,0.0,1.0,49,52,67,67,43,43,48,44,44,43,40,62,59,49,56.8336690182,383,204,285.0,47.7142857143,3230.06593407
550.0,553.0,536.0,607.0,423.0,477.0,408.0,413.0,458.0,439.0,584.0,656.0,694.0,398.0,7196,1.0,0.340883824347,514.0,68,353,580,395,510,0.90034,8.0,13,409,409,409,409,409,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,228,1.0,0.0,0.0,48,37,28,31,47,30,22,31,32,20,30,20,36,29,97.1588706905,694,398,506.5,83.1428571429,9439.84615385
65.0,53.0,49.0,46.0,56.0,54.0,55.0,72.0,51.0,61.0,72.0,71.0,108.0,64.0,877,1.0,0.311288483466,62.6428571429,13,48,44,65,69,0.69734,2.0,15,53,53,53,53,53,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812,1.0,0.0,0.0,13,10,4,3,3,3,4,1,4,5,11,6,4,4,15.643170753,108,46,58.5,10.8775510204,244.708791209
198.0,200.0,164.0,173.0,169.0,152.0,144.0,158.0,139.0,167.0,188.0,227.0,194.0,154.0,2427,1.0,0.322208487845,173.357142857,24,132,242,172,237,0.97835,10.0,13,189,189,189,189,189,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,276,0.0,0.0,1.0,24,25,17,29,20,27,24,26,16,20,19,35,26,19,24.9479678311,227,139,168.0,20.0306122449,622.401098901
181.0,103.0,115.0,107.0,257.0,258.0,260.0,270.0,281.0,271.0,288.0,135.0,145.0,255.0,2926,1.0,0.234791524265,209.0,44,139,307,96,155,0.93549,0.0,3,303,303,303,303,303,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,378,0.0,1.0,0.0,2,2,2,3,5,0,4,0,2,5,2,0,1,1,72.9826112061,288,103,256.0,66.8571428571,5326.46153846
252.0,224.0,144.0,101.0,69.0,80.0,49.0,60.0,61.0,65.0,64.0,116.0,87.0,41.0,1413,1.0,0.323425336164,100.928571429,26,145,163,129,175,0.70407,9.0,20,111,111,111,111,111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227,1.0,0.0,0.0,172,164,165,162,146,169,129,126,129,133,142,141,118,144,64.3995512236,252,41,74.5,47.4795918367,4147.3021978
38.0,45.0,50.0,54.0,31.0,26.0,35.0,35.0,52.0,36.0,52.0,74.0,58.0,33.0,619,1.0,0.436995153473,44.2142857143,23,77,102,88,58,1.0,0.0,9,44,44,44,44,44,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924,1.0,0.0,0.0,0,3,5,0,1,1,1,0,0,0,1,1,0,1,13.1159243871,74,26,41.5,10.7857142857,172.027472527
268.0,267.0,290.0,283.0,210.0,205.0,227.0,234.0,240.0,240.0,296.0,209.0,260.0,235.0,3464,1.0,0.343244803695,247.428571429,51,303,536,177,258,0.93549,11.0,14,279,279,279,279,279,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,629,0.0,0.0,1.0,25,13,21,24,14,14,17,13,17,18,19,5,10,14,30.3079433247,296,205,240.0,25.6326530612,918.571428571
87.0,26.0,67.0,167.0,440.0,407.0,427.0,308.0,497.0,499.0,481.0,295.0,221.0,427.0,4349,1.0,0.236376178432,310.642857143,92,583,706,142,160,0.84909,1.0,1,303,303,303,303,303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,837,1.0,0.0,0.0,4,7,6,7,3,13,9,4,2,6,1,2,1,4,169.080139007,499,26,357.5,143.357142857,28588.0934066
203.0,212.0,202.0,212.0,184.0,206.0,184.0,223.0,220.0,196.0,248.0,284.0,279.0,200.0,3053,1.0,0.313298395021,218.071428571,26,189,297,199,283,0.97835,13.0,15,228,228,228,228,228,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,276,0.0,0.0,1.0,40,28,52,30,44,55,50,32,48,42,41,54,37,28,31.4066731902,284,184,209.0,23.3775510204,986.379120879
71.0,81.0,89.0,83.0,49.0,73.0,65.0,75.0,51.0,63.0,109.0,149.0,144.0,68.0,1170,1.0,0.342307692308,83.5714285714,15,61,80,68,108,1.0,2.0,18,65,65,65,65,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,906,0.0,1.0,0.0,2,9,7,5,5,4,3,4,2,6,1,10,6,0,30.6662286957,149,49,74.0,22.387755102,940.417582418
49.0,44.0,58.0,59.0,61.0,52.0,61.0,51.0,64.0,53.0,66.0,66.0,93.0,54.0,831,1.0,0.328519855596,59.3571428571,14,71,47,62,69,0.85827,2.0,9,53,53,53,53,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1078,1.0,0.0,0.0,6,5,7,3,9,7,1,0,6,3,3,4,5,4,11.7185398333,93,44,58.5,7.83673469388,137.324175824
73.0,65.0,66.0,46.0,58.0,56.0,47.0,72.0,62.0,47.0,73.0,59.0,59.0,62.0,845,1.0,0.305325443787,60.3571428571,9,35,45,48,65,0.84909,0.0,6,62,62,62,62,62,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,141,0.0,1.0,0.0,0,2,4,1,0,1,0,1,0,1,0,3,0,2,9.22043835815,73,46,60.5,7.21428571429,85.0164835165
37.0,37.0,45.0,68.0,114.0,96.0,120.0,122.0,119.0,125.0,136.0,52.0,49.0,127.0,1247,1.0,0.205292702486,89.0714285714,25,46,61,30,41,1.0,1.0,11,115,115,115,115,115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,255,1.0,0.0,0.0,6,5,4,7,2,4,2,6,4,4,5,2,2,1,38.5575778957,136,37,105.0,35.2040816327,1486.68681319
89.0,93.0,86.0,94.0,152.0,127.0,166.0,138.0,123.0,156.0,134.0,100.0,84.0,159.0,1701,1.0,0.231040564374,121.5,19,60,62,63,90,0.90034,0.0,3,150,150,150,150,150,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57,1.0,0.0,0.0,2,0,0,1,2,1,4,2,1,2,3,1,1,4,30.0275514512,166,84,125.0,26.1428571429,901.653846154
148.0,177.0,186.0,226.0,161.0,220.0,205.0,192.0,212.0,185.0,183.0,197.0,219.0,199.0,2710,1.0,0.280258302583,193.571428571,28,128,98,194,217,0.68017,0.0,17,205,205,205,205,205,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122,0.0,1.0,0.0,9,8,9,9,5,15,2,10,11,5,8,13,6,6,22.4729385491,226,148,194.5,17.5714285714,505.032967033
86.0,86.0,74.0,109.0,112.0,128.0,125.0,157.0,138.0,115.0,131.0,109.0,116.0,123.0,1609,1.0,0.258234928527,114.928571429,23,91,70,92,97,0.89222,3.0,8,130,130,130,130,130,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,680,1.0,0.0,0.0,12,20,14,2,7,6,4,9,2,13,16,8,2,2,22.0609794249,157,74,115.5,16.2244897959,486.686813187
54.0,61.0,74.0,84.0,70.0,63.0,40.0,44.0,28.0,31.0,57.0,73.0,114.0,64.0,857,1.0,0.358226371062,61.2142857143,25,258,99,64,41,0.60975,3.0,1,44,44,44,44,44,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848,1.0,0.0,0.0,7,6,8,10,5,9,10,14,5,6,6,4,5,7,22.4094024615,114,28,62.0,16.2142857143,502.181318681
474.0,442.0,456.0,531.0,381.0,391.0,355.0,380.0,343.0,320.0,360.0,552.0,583.0,328.0,5896,1.0,0.358887381275,421.142857143,83,214,305,526,626,0.68466,0.0,18,401,401,401,401,401,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,845,0.0,1.0,0.0,22,19,31,28,44,34,30,29,26,36,35,41,33,36,86.4566206415,583,320,386.0,73.0204081633,7474.74725275
